,tanggal,MENINGGAL,SEMBUH,DIRAWAT_OR_ISOLASI,AKUMULASI_KASUS,AKUMULASI_SEMBUH,AKUMULASI_MENINGGAL,AKUMULASI_DIRAWAT_OR_ISOLASI,PROVINSI,KASUS
0,2021-03-26,0.0,37.0,6.0,12109.0,9423.0,324.0,2362.0,NUSA TENGGARA TIMUR,43.0
0,2021-03-27,0.0,56.0,-3.0,12162.0,9479.0,324.0,2359.0,NUSA TENGGARA TIMUR,53.0
0,2021-03-28,0.0,13.0,7.0,12182.0,9492.0,324.0,2366.0,NUSA TENGGARA TIMUR,20.0
0,2021-03-29,2.0,498.0,-473.0,12209.0,9990.0,326.0,1893.0,NUSA TENGGARA TIMUR,27.0
0,2021-03-30,4.0,18.0,94.0,12325.0,10008.0,330.0,1987.0,NUSA TENGGARA TIMUR,116.0
0,2021-03-31,3.0,270.0,-183.0,12415.0,10278.0,333.0,1804.0,NUSA TENGGARA TIMUR,90.0
0,2021-04-01,2.0,154.0,-70.0,12501.0,10432.0,335.0,1734.0,NUSA TENGGARA TIMUR,86.0
0,2021-04-02,0.0,7.0,72.0,12580.0,10439.0,335.0,1806.0,NUSA TENGGARA TIMUR,79.0
0,2021-04-03,2.0,50.0,-22.0,12610.0,10489.0,337.0,1784.0,NUSA TENGGARA TIMUR,30.0
0,2021-04-04,3.0,34.0,-5.0,12642.0,10523.0,340.0,1779.0,NUSA TENGGARA TIMUR,32.0
0,2021-04-05,2.0,20.0,-22.0,12642.0,10543.0,342.0,1757.0,NUSA TENGGARA TIMUR,0.0
0,2021-04-06,2.0,36.0,-11.0,12669.0,10579.0,344.0,1746.0,NUSA TENGGARA TIMUR,27.0
0,2021-04-07,1.0,6.0,8.0,12684.0,10585.0,345.0,1754.0,NUSA TENGGARA TIMUR,15.0
0,2021-04-08,3.0,5.0,21.0,12713.0,10590.0,348.0,1775.0,NUSA TENGGARA TIMUR,29.0
0,2021-04-09,1.0,611.0,-570.0,12755.0,11201.0,349.0,1205.0,NUSA TENGGARA TIMUR,42.0
0,2021-04-10,0.0,3.0,42.0,12800.0,11204.0,349.0,1247.0,NUSA TENGGARA TIMUR,45.0
0,2021-04-11,0.0,2.0,-2.0,12800.0,11206.0,349.0,1245.0,NUSA TENGGARA TIMUR,0.0
0,2021-04-12,0.0,158.0,-116.0,12842.0,11364.0,349.0,1129.0,NUSA TENGGARA TIMUR,42.0
0,2021-04-13,0.0,9.0,107.0,12958.0,11373.0,349.0,1236.0,NUSA TENGGARA TIMUR,116.0
0,2021-04-14,1.0,5.0,49.0,13013.0,11378.0,350.0,1285.0,NUSA TENGGARA TIMUR,55.0
0,2021-04-15,5.0,120.0,-73.0,13065.0,11498.0,355.0,1212.0,NUSA TENGGARA TIMUR,52.0
0,2021-04-16,0.0,45.0,86.0,13196.0,11543.0,355.0,1298.0,NUSA TENGGARA TIMUR,131.0
0,2021-04-17,2.0,57.0,-35.0,13220.0,11600.0,357.0,1263.0,NUSA TENGGARA TIMUR,24.0
0,2021-04-18,1.0,9.0,-6.0,13224.0,11609.0,358.0,1257.0,NUSA TENGGARA TIMUR,4.0
0,2021-04-19,0.0,47.0,-21.0,13250.0,11656.0,358.0,1236.0,NUSA TENGGARA TIMUR,26.0
0,2021-04-20,3.0,338.0,-93.0,13498.0,11994.0,361.0,1143.0,NUSA TENGGARA TIMUR,248.0
0,2021-04-21,0.0,0.0,284.0,13782.0,11994.0,361.0,1427.0,NUSA TENGGARA TIMUR,284.0
0,2021-04-22,1.0,64.0,60.0,13907.0,12058.0,362.0,1487.0,NUSA TENGGARA TIMUR,125.0
0,2021-04-23,0.0,2.0,25.0,13934.0,12060.0,362.0,1512.0,NUSA TENGGARA TIMUR,27.0
0,2021-04-24,1.0,43.0,9.0,13987.0,12103.0,363.0,1521.0,NUSA TENGGARA TIMUR,53.0
0,2021-04-25,0.0,52.0,-38.0,14001.0,12155.0,363.0,1483.0,NUSA TENGGARA TIMUR,14.0
0,2021-04-26,0.0,29.0,42.0,14072.0,12184.0,363.0,1525.0,NUSA TENGGARA TIMUR,71.0
0,2021-04-27,3.0,284.0,-159.0,14200.0,12468.0,366.0,1366.0,NUSA TENGGARA TIMUR,128.0
0,2021-04-28,0.0,12.0,19.0,14231.0,12480.0,366.0,1385.0,NUSA TENGGARA TIMUR,31.0
0,2021-04-29,3.0,45.0,-16.0,14263.0,12525.0,369.0,1369.0,NUSA TENGGARA TIMUR,32.0
0,2021-04-30,5.0,17.0,68.0,14353.0,12542.0,374.0,1437.0,NUSA TENGGARA TIMUR,90.0
0,2021-05-01,0.0,20.0,11.0,14384.0,12562.0,374.0,1448.0,NUSA TENGGARA TIMUR,31.0
0,2021-05-02,3.0,173.0,76.0,14636.0,12735.0,377.0,1524.0,NUSA TENGGARA TIMUR,252.0
0,2021-05-03,1.0,62.0,-2.0,14697.0,12797.0,378.0,1522.0,NUSA TENGGARA TIMUR,61.0
0,2021-05-04,0.0,25.0,34.0,14756.0,12822.0,378.0,1556.0,NUSA TENGGARA TIMUR,59.0
0,2021-05-05,2.0,133.0,-80.0,14811.0,12955.0,380.0,1476.0,NUSA TENGGARA TIMUR,55.0
0,2021-05-06,3.0,61.0,209.0,15084.0,13016.0,383.0,1685.0,NUSA TENGGARA TIMUR,273.0
0,2021-05-07,6.0,116.0,-33.0,15173.0,13132.0,389.0,1652.0,NUSA TENGGARA TIMUR,89.0
0,2021-05-08,4.0,151.0,-78.0,15250.0,13283.0,393.0,1574.0,NUSA TENGGARA TIMUR,77.0
0,2021-05-09,2.0,13.0,37.0,15302.0,13296.0,395.0,1611.0,NUSA TENGGARA TIMUR,52.0
0,2021-05-10,0.0,68.0,-8.0,15362.0,13364.0,395.0,1603.0,NUSA TENGGARA TIMUR,60.0
0,2021-05-11,1.0,167.0,-43.0,15487.0,13531.0,396.0,1560.0,NUSA TENGGARA TIMUR,125.0
0,2021-05-12,1.0,1.0,7.0,15496.0,13532.0,397.0,1567.0,NUSA TENGGARA TIMUR,9.0
0,2021-05-13,6.0,49.0,-51.0,15500.0,13581.0,403.0,1516.0,NUSA TENGGARA TIMUR,4.0
0,2021-05-14,1.0,75.0,1.0,15577.0,13656.0,404.0,1517.0,NUSA TENGGARA TIMUR,77.0
0,2021-05-15,0.0,32.0,-27.0,15582.0,13688.0,404.0,1490.0,NUSA TENGGARA TIMUR,5.0
0,2021-05-16,0.0,43.0,-43.0,15582.0,13731.0,404.0,1447.0,NUSA TENGGARA TIMUR,0.0
0,2021-05-17,2.0,372.0,-321.0,15635.0,14103.0,406.0,1126.0,NUSA TENGGARA TIMUR,53.0
0,2021-05-18,2.0,90.0,-42.0,15685.0,14193.0,408.0,1084.0,NUSA TENGGARA TIMUR,50.0
0,2021-05-19,0.0,78.0,-68.0,15695.0,14271.0,408.0,1016.0,NUSA TENGGARA TIMUR,10.0
0,2021-05-20,1.0,57.0,-46.0,15707.0,14328.0,409.0,970.0,NUSA TENGGARA TIMUR,12.0
0,2021-05-21,2.0,17.0,-3.0,15723.0,14345.0,411.0,967.0,NUSA TENGGARA TIMUR,16.0
0,2021-05-22,0.0,43.0,-7.0,15759.0,14388.0,411.0,960.0,NUSA TENGGARA TIMUR,36.0
0,2021-05-23,2.0,119.0,-71.0,15809.0,14507.0,413.0,889.0,NUSA TENGGARA TIMUR,50.0
0,2021-05-24,1.0,118.0,-52.0,15876.0,14625.0,414.0,837.0,NUSA TENGGARA TIMUR,67.0
0,2021-05-25,0.0,72.0,-62.0,15886.0,14697.0,414.0,775.0,NUSA TENGGARA TIMUR,10.0
0,2021-05-26,1.0,4.0,16.0,15907.0,14701.0,415.0,791.0,NUSA TENGGARA TIMUR,21.0
0,2021-05-27,0.0,1.0,0.0,15908.0,14702.0,415.0,791.0,NUSA TENGGARA TIMUR,1.0
0,2021-05-28,2.0,170.0,3.0,16083.0,14872.0,417.0,794.0,NUSA TENGGARA TIMUR,175.0
0,2021-05-29,0.0,1.0,1.0,16085.0,14873.0,417.0,795.0,NUSA TENGGARA TIMUR,2.0
0,2021-05-30,1.0,11.0,13.0,16110.0,14884.0,418.0,808.0,NUSA TENGGARA TIMUR,25.0
0,2021-05-31,3.0,123.0,24.0,16260.0,15007.0,421.0,832.0,NUSA TENGGARA TIMUR,150.0
0,2021-06-01,0.0,49.0,-41.0,16268.0,15056.0,421.0,791.0,NUSA TENGGARA TIMUR,8.0
0,2021-06-02,0.0,6.0,55.0,16329.0,15062.0,421.0,846.0,NUSA TENGGARA TIMUR,61.0
0,2021-06-03,1.0,99.0,-67.0,16362.0,15161.0,422.0,779.0,NUSA TENGGARA TIMUR,33.0
0,2021-06-04,3.0,271.0,-41.0,16595.0,15432.0,425.0,738.0,NUSA TENGGARA TIMUR,233.0
0,2021-06-05,2.0,43.0,-16.0,16624.0,15475.0,427.0,722.0,NUSA TENGGARA TIMUR,29.0
0,2021-06-06,3.0,55.0,12.0,16694.0,15530.0,430.0,734.0,NUSA TENGGARA TIMUR,70.0
0,2021-06-07,2.0,181.0,-6.0,16871.0,15711.0,432.0,728.0,NUSA TENGGARA TIMUR,177.0
0,2021-06-08,7.0,128.0,-51.0,16955.0,15839.0,439.0,677.0,NUSA TENGGARA TIMUR,84.0
0,2021-06-09,1.0,24.0,1.0,16981.0,15863.0,440.0,678.0,NUSA TENGGARA TIMUR,26.0
0,2021-06-10,2.0,13.0,48.0,17044.0,15876.0,442.0,726.0,NUSA TENGGARA TIMUR,63.0
0,2021-06-11,1.0,7.0,2.0,17054.0,15883.0,443.0,728.0,NUSA TENGGARA TIMUR,10.0
0,2021-06-12,3.0,43.0,4.0,17104.0,15926.0,446.0,732.0,NUSA TENGGARA TIMUR,50.0
0,2021-06-13,2.0,74.0,-16.0,17164.0,16000.0,448.0,716.0,NUSA TENGGARA TIMUR,60.0
0,2021-06-14,3.0,30.0,37.0,17234.0,16030.0,451.0,753.0,NUSA TENGGARA TIMUR,70.0
0,2021-06-15,0.0,4.0,10.0,17248.0,16034.0,451.0,763.0,NUSA TENGGARA TIMUR,14.0
0,2021-06-16,0.0,44.0,3.0,17295.0,16078.0,451.0,766.0,NUSA TENGGARA TIMUR,47.0
0,2021-06-17,0.0,6.0,3.0,17304.0,16084.0,451.0,769.0,NUSA TENGGARA TIMUR,9.0
0,2021-06-18,0.0,6.0,14.0,17324.0,16090.0,451.0,783.0,NUSA TENGGARA TIMUR,20.0
0,2021-06-19,0.0,14.0,-8.0,17330.0,16104.0,451.0,775.0,NUSA TENGGARA TIMUR,6.0
0,2021-06-20,0.0,17.0,17.0,17364.0,16121.0,451.0,792.0,NUSA TENGGARA TIMUR,34.0
0,2021-06-21,1.0,9.0,-3.0,17371.0,16130.0,452.0,789.0,NUSA TENGGARA TIMUR,7.0
0,2021-06-22,0.0,21.0,76.0,17468.0,16151.0,452.0,865.0,NUSA TENGGARA TIMUR,97.0
0,2021-06-23,0.0,5.0,66.0,17539.0,16156.0,452.0,931.0,NUSA TENGGARA TIMUR,71.0
0,2021-06-24,4.0,50.0,50.0,17643.0,16206.0,456.0,981.0,NUSA TENGGARA TIMUR,104.0
0,2021-06-25,0.0,54.0,118.0,17815.0,16260.0,456.0,1099.0,NUSA TENGGARA TIMUR,172.0
0,2021-06-26,0.0,0.0,106.0,17921.0,16260.0,456.0,1205.0,NUSA TENGGARA TIMUR,106.0
0,2021-06-27,3.0,18.0,93.0,18035.0,16278.0,459.0,1298.0,NUSA TENGGARA TIMUR,114.0
0,2021-06-28,0.0,31.0,47.0,18113.0,16309.0,459.0,1345.0,NUSA TENGGARA TIMUR,78.0
0,2021-06-29,0.0,22.0,103.0,18238.0,16331.0,459.0,1448.0,NUSA TENGGARA TIMUR,125.0
0,2021-06-30,1.0,10.0,167.0,18416.0,16341.0,460.0,1615.0,NUSA TENGGARA TIMUR,178.0
0,2021-07-01,3.0,196.0,150.0,18765.0,16537.0,463.0,1765.0,NUSA TENGGARA TIMUR,349.0
0,2021-07-02,3.0,10.0,474.0,19252.0,16547.0,466.0,2239.0,NUSA TENGGARA TIMUR,487.0
0,2021-07-03,1.0,7.0,375.0,19635.0,16554.0,467.0,2614.0,NUSA TENGGARA TIMUR,383.0
0,2021-07-04,3.0,41.0,296.0,19975.0,16595.0,470.0,2910.0,NUSA TENGGARA TIMUR,340.0
0,2021-07-05,6.0,417.0,38.0,20436.0,17012.0,476.0,2948.0,NUSA TENGGARA TIMUR,461.0
0,2021-07-06,4.0,212.0,416.0,21068.0,17224.0,480.0,3364.0,NUSA TENGGARA TIMUR,632.0
0,2021-07-07,4.0,28.0,699.0,21799.0,17252.0,484.0,4063.0,NUSA TENGGARA TIMUR,731.0
0,2021-07-08,5.0,43.0,866.0,22713.0,17295.0,489.0,4929.0,NUSA TENGGARA TIMUR,914.0
0,2021-07-09,5.0,90.0,125.0,22933.0,17385.0,494.0,5054.0,NUSA TENGGARA TIMUR,220.0
0,2021-07-10,0.0,115.0,238.0,23286.0,17500.0,494.0,5292.0,NUSA TENGGARA TIMUR,353.0
0,2021-07-11,3.0,57.0,414.0,23760.0,17557.0,497.0,5706.0,NUSA TENGGARA TIMUR,474.0
0,2021-07-12,2.0,47.0,648.0,24457.0,17604.0,499.0,6354.0,NUSA TENGGARA TIMUR,697.0
0,2021-07-13,3.0,54.0,1071.0,25585.0,17658.0,502.0,7425.0,NUSA TENGGARA TIMUR,1128.0
0,2021-07-14,3.0,165.0,369.0,26122.0,17823.0,505.0,7794.0,NUSA TENGGARA TIMUR,537.0
0,2021-07-15,4.0,35.0,600.0,26761.0,17858.0,509.0,8394.0,NUSA TENGGARA TIMUR,639.0
0,2021-07-16,10.0,160.0,377.0,27308.0,18018.0,519.0,8771.0,NUSA TENGGARA TIMUR,547.0
0,2021-07-17,17.0,254.0,217.0,27796.0,18272.0,536.0,8988.0,NUSA TENGGARA TIMUR,488.0
0,2021-07-18,2.0,141.0,422.0,28361.0,18413.0,538.0,9410.0,NUSA TENGGARA TIMUR,565.0
0,2021-07-19,9.0,241.0,499.0,29110.0,18654.0,547.0,9909.0,NUSA TENGGARA TIMUR,749.0
0,2021-07-20,6.0,471.0,254.0,29841.0,19125.0,553.0,10163.0,NUSA TENGGARA TIMUR,731.0
0,2021-07-21,5.0,678.0,566.0,31090.0,19803.0,558.0,10729.0,NUSA TENGGARA TIMUR,1249.0
0,2021-07-22,9.0,216.0,554.0,31869.0,20019.0,567.0,11283.0,NUSA TENGGARA TIMUR,779.0
0,2021-07-23,12.0,880.0,-85.0,32676.0,20899.0,579.0,11198.0,NUSA TENGGARA TIMUR,807.0
0,2021-07-24,18.0,429.0,62.0,33185.0,21328.0,597.0,11260.0,NUSA TENGGARA TIMUR,509.0
0,2021-07-25,13.0,173.0,894.0,34265.0,21501.0,610.0,12154.0,NUSA TENGGARA TIMUR,1080.0
0,2021-07-26,8.0,1121.0,-809.0,34585.0,22622.0,618.0,11345.0,NUSA TENGGARA TIMUR,320.0
0,2021-07-27,43.0,1250.0,-49.0,35829.0,23872.0,661.0,11296.0,NUSA TENGGARA TIMUR,1244.0
0,2021-07-28,13.0,848.0,266.0,36956.0,24720.0,674.0,11562.0,NUSA TENGGARA TIMUR,1127.0
0,2021-07-29,15.0,617.0,149.0,37737.0,25337.0,689.0,11711.0,NUSA TENGGARA TIMUR,781.0
0,2021-07-30,28.0,570.0,124.0,38459.0,25907.0,717.0,11835.0,NUSA TENGGARA TIMUR,722.0
0,2021-07-31,10.0,660.0,-23.0,39106.0,26567.0,727.0,11812.0,NUSA TENGGARA TIMUR,647.0
0,2021-08-01,5.0,553.0,328.0,39992.0,27120.0,732.0,12140.0,NUSA TENGGARA TIMUR,886.0
0,2021-08-02,20.0,274.0,116.0,40402.0,27394.0,752.0,12256.0,NUSA TENGGARA TIMUR,410.0
0,2021-08-03,16.0,1479.0,-888.0,41009.0,28873.0,768.0,11368.0,NUSA TENGGARA TIMUR,607.0
0,2021-08-04,15.0,982.0,-467.0,41539.0,29855.0,783.0,10901.0,NUSA TENGGARA TIMUR,530.0
0,2021-08-05,11.0,476.0,649.0,42675.0,30331.0,794.0,11550.0,NUSA TENGGARA TIMUR,1136.0
0,2021-08-06,19.0,910.0,2669.0,46273.0,31241.0,813.0,14219.0,NUSA TENGGARA TIMUR,3598.0
0,2021-08-07,56.0,2999.0,-2028.0,47300.0,34240.0,869.0,12191.0,NUSA TENGGARA TIMUR,1027.0
0,2021-08-08,20.0,1168.0,-467.0,48021.0,35408.0,889.0,11724.0,NUSA TENGGARA TIMUR,721.0
0,2021-08-09,7.0,1094.0,-465.0,48657.0,36502.0,896.0,11259.0,NUSA TENGGARA TIMUR,636.0
0,2021-08-10,36.0,1345.0,-469.0,49569.0,37847.0,932.0,10790.0,NUSA TENGGARA TIMUR,912.0
0,2021-08-11,30.0,1514.0,-677.0,50436.0,39361.0,962.0,10113.0,NUSA TENGGARA TIMUR,867.0
0,2021-08-12,15.0,1285.0,-584.0,51152.0,40646.0,977.0,9529.0,NUSA TENGGARA TIMUR,716.0
0,2021-08-13,18.0,708.0,159.0,52037.0,41354.0,995.0,9688.0,NUSA TENGGARA TIMUR,885.0
0,2021-08-14,21.0,892.0,-261.0,52689.0,42246.0,1016.0,9427.0,NUSA TENGGARA TIMUR,652.0
0,2021-08-15,7.0,1421.0,-930.0,53187.0,43667.0,1023.0,8497.0,NUSA TENGGARA TIMUR,498.0
0,2021-08-16,18.0,969.0,-549.0,53625.0,44636.0,1041.0,7948.0,NUSA TENGGARA TIMUR,438.0
0,2021-08-17,15.0,633.0,9.0,54282.0,45269.0,1056.0,7957.0,NUSA TENGGARA TIMUR,657.0
0,2021-08-18,8.0,947.0,-428.0,54809.0,46216.0,1064.0,7529.0,NUSA TENGGARA TIMUR,527.0
0,2021-08-19,11.0,940.0,-237.0,55523.0,47156.0,1075.0,7292.0,NUSA TENGGARA TIMUR,714.0
0,2021-08-20,11.0,1208.0,-728.0,56014.0,48364.0,1086.0,6564.0,NUSA TENGGARA TIMUR,491.0
0,2021-08-21,8.0,597.0,-228.0,56391.0,48961.0,1094.0,6336.0,NUSA TENGGARA TIMUR,377.0
0,2021-08-22,9.0,621.0,-335.0,56686.0,49582.0,1103.0,6001.0,NUSA TENGGARA TIMUR,295.0
0,2021-08-23,12.0,837.0,-626.0,56909.0,50419.0,1115.0,5375.0,NUSA TENGGARA TIMUR,223.0
0,2021-08-24,11.0,917.0,-343.0,57494.0,51336.0,1126.0,5032.0,NUSA TENGGARA TIMUR,585.0
0,2021-08-25,2.0,587.0,-224.0,57859.0,51923.0,1128.0,4808.0,NUSA TENGGARA TIMUR,365.0
0,2021-08-26,1.0,428.0,-46.0,58242.0,52351.0,1129.0,4762.0,NUSA TENGGARA TIMUR,383.0
0,2021-08-27,10.0,378.0,-64.0,58566.0,52729.0,1139.0,4698.0,NUSA TENGGARA TIMUR,324.0
0,2021-08-28,7.0,717.0,-465.0,58825.0,53446.0,1146.0,4233.0,NUSA TENGGARA TIMUR,259.0
0,2021-08-29,11.0,573.0,-371.0,59038.0,54019.0,1157.0,3862.0,NUSA TENGGARA TIMUR,213.0
0,2021-08-30,18.0,562.0,-433.0,59185.0,54581.0,1175.0,3429.0,NUSA TENGGARA TIMUR,147.0
0,2021-08-31,14.0,434.0,-184.0,59449.0,55015.0,1189.0,3245.0,NUSA TENGGARA TIMUR,264.0
0,2021-09-01,10.0,482.0,-304.0,59637.0,55497.0,1199.0,2941.0,NUSA TENGGARA TIMUR,188.0
0,2021-09-02,13.0,276.0,-26.0,59900.0,55773.0,1212.0,2915.0,NUSA TENGGARA TIMUR,263.0
0,2021-09-03,6.0,341.0,-166.0,60081.0,56114.0,1218.0,2749.0,NUSA TENGGARA TIMUR,181.0
0,2021-09-04,5.0,362.0,-185.0,60263.0,56476.0,1223.0,2564.0,NUSA TENGGARA TIMUR,182.0
0,2021-09-05,3.0,157.0,-52.0,60371.0,56633.0,1226.0,2512.0,NUSA TENGGARA TIMUR,108.0
0,2021-09-06,3.0,360.0,-232.0,60502.0,56993.0,1229.0,2280.0,NUSA TENGGARA TIMUR,131.0
0,2021-09-07,7.0,301.0,-126.0,60684.0,57294.0,1236.0,2154.0,NUSA TENGGARA TIMUR,182.0
0,2021-09-08,6.0,184.0,-16.0,60858.0,57478.0,1242.0,2138.0,NUSA TENGGARA TIMUR,174.0
0,2021-09-09,4.0,218.0,-71.0,61009.0,57696.0,1246.0,2067.0,NUSA TENGGARA TIMUR,151.0
0,2021-09-10,3.0,208.0,-48.0,61172.0,57904.0,1249.0,2019.0,NUSA TENGGARA TIMUR,163.0
0,2021-09-11,2.0,145.0,0.0,61319.0,58049.0,1251.0,2019.0,NUSA TENGGARA TIMUR,147.0
0,2021-09-12,3.0,309.0,-221.0,61410.0,58358.0,1254.0,1798.0,NUSA TENGGARA TIMUR,91.0
0,2021-09-13,3.0,191.0,-128.0,61476.0,58549.0,1257.0,1670.0,NUSA TENGGARA TIMUR,66.0
0,2021-09-14,2.0,255.0,-116.0,61617.0,58804.0,1259.0,1554.0,NUSA TENGGARA TIMUR,141.0
0,2021-09-15,2.0,99.0,-16.0,61702.0,58903.0,1261.0,1538.0,NUSA TENGGARA TIMUR,85.0
0,2021-09-16,3.0,176.0,-108.0,61773.0,59079.0,1264.0,1430.0,NUSA TENGGARA TIMUR,71.0
0,2021-09-17,5.0,166.0,-19.0,61925.0,59245.0,1269.0,1411.0,NUSA TENGGARA TIMUR,152.0
0,2021-09-18,1.0,159.0,-72.0,62013.0,59404.0,1270.0,1339.0,NUSA TENGGARA TIMUR,88.0
0,2021-09-19,2.0,68.0,-10.0,62073.0,59472.0,1272.0,1329.0,NUSA TENGGARA TIMUR,60.0
0,2021-09-20,4.0,109.0,-64.0,62122.0,59581.0,1276.0,1265.0,NUSA TENGGARA TIMUR,49.0
0,2021-09-21,1.0,118.0,-45.0,62196.0,59699.0,1277.0,1220.0,NUSA TENGGARA TIMUR,74.0
0,2021-09-22,1.0,203.0,-133.0,62267.0,59902.0,1278.0,1087.0,NUSA TENGGARA TIMUR,71.0
0,2021-09-23,1.0,67.0,20.0,62355.0,59969.0,1279.0,1107.0,NUSA TENGGARA TIMUR,88.0
0,2021-09-24,6.0,180.0,-114.0,62427.0,60149.0,1285.0,993.0,NUSA TENGGARA TIMUR,72.0
0,2021-09-25,4.0,110.0,-50.0,62491.0,60259.0,1289.0,943.0,NUSA TENGGARA TIMUR,64.0
0,2021-09-26,1.0,88.0,-64.0,62516.0,60347.0,1290.0,879.0,NUSA TENGGARA TIMUR,25.0
0,2021-09-27,3.0,165.0,-133.0,62551.0,60512.0,1293.0,746.0,NUSA TENGGARA TIMUR,35.0
0,2021-09-28,2.0,75.0,-19.0,62609.0,60587.0,1295.0,727.0,NUSA TENGGARA TIMUR,58.0
0,2021-09-29,0.0,108.0,-53.0,62664.0,60695.0,1295.0,674.0,NUSA TENGGARA TIMUR,55.0
0,2021-09-30,1.0,52.0,-1.0,62716.0,60747.0,1296.0,673.0,NUSA TENGGARA TIMUR,52.0
0,2021-10-01,5.0,92.0,-36.0,62777.0,60839.0,1301.0,637.0,NUSA TENGGARA TIMUR,61.0
0,2021-10-02,1.0,71.0,-40.0,62809.0,60910.0,1302.0,597.0,NUSA TENGGARA TIMUR,32.0
0,2021-10-03,1.0,49.0,-13.0,62846.0,60959.0,1303.0,584.0,NUSA TENGGARA TIMUR,37.0
0,2021-10-04,1.0,69.0,-35.0,62881.0,61028.0,1304.0,549.0,NUSA TENGGARA TIMUR,35.0
0,2021-10-05,2.0,48.0,9.0,62940.0,61076.0,1306.0,558.0,NUSA TENGGARA TIMUR,59.0
0,2021-10-06,0.0,48.0,-5.0,62983.0,61124.0,1306.0,553.0,NUSA TENGGARA TIMUR,43.0
0,2021-10-07,1.0,98.0,-56.0,63026.0,61222.0,1307.0,497.0,NUSA TENGGARA TIMUR,43.0
0,2021-10-08,2.0,71.0,-34.0,63065.0,61293.0,1309.0,463.0,NUSA TENGGARA TIMUR,39.0
0,2021-10-09,1.0,39.0,8.0,63113.0,61332.0,1310.0,471.0,NUSA TENGGARA TIMUR,48.0
0,2021-10-10,2.0,34.0,-10.0,63139.0,61366.0,1312.0,461.0,NUSA TENGGARA TIMUR,26.0
0,2021-10-11,2.0,37.0,-29.0,63149.0,61403.0,1314.0,432.0,NUSA TENGGARA TIMUR,10.0
0,2021-10-12,0.0,43.0,31.0,63223.0,61446.0,1314.0,463.0,NUSA TENGGARA TIMUR,74.0
0,2021-10-13,2.0,35.0,-14.0,63246.0,61481.0,1316.0,449.0,NUSA TENGGARA TIMUR,23.0
0,2021-10-14,0.0,30.0,14.0,63290.0,61511.0,1316.0,463.0,NUSA TENGGARA TIMUR,44.0
0,2021-10-15,0.0,51.0,-40.0,63301.0,61562.0,1316.0,423.0,NUSA TENGGARA TIMUR,11.0
0,2021-10-16,0.0,44.0,-13.0,63332.0,61606.0,1316.0,410.0,NUSA TENGGARA TIMUR,31.0
0,2021-10-17,0.0,20.0,12.0,63364.0,61626.0,1316.0,422.0,NUSA TENGGARA TIMUR,32.0
0,2021-10-18,1.0,49.0,-25.0,63389.0,61675.0,1317.0,397.0,NUSA TENGGARA TIMUR,25.0
0,2021-10-19,3.0,35.0,-8.0,63419.0,61710.0,1320.0,389.0,NUSA TENGGARA TIMUR,30.0
0,2021-10-20,0.0,27.0,-10.0,63436.0,61737.0,1320.0,379.0,NUSA TENGGARA TIMUR,17.0
0,2021-10-21,2.0,72.0,-62.0,63448.0,61809.0,1322.0,317.0,NUSA TENGGARA TIMUR,12.0
0,2021-10-22,0.0,43.0,-22.0,63469.0,61852.0,1322.0,295.0,NUSA TENGGARA TIMUR,21.0
0,2021-10-23,1.0,24.0,-5.0,63489.0,61876.0,1323.0,290.0,NUSA TENGGARA TIMUR,20.0
0,2021-10-24,0.0,13.0,-4.0,63498.0,61889.0,1323.0,286.0,NUSA TENGGARA TIMUR,9.0
0,2021-10-25,0.0,28.0,-18.0,63508.0,61917.0,1323.0,268.0,NUSA TENGGARA TIMUR,10.0
0,2021-10-26,1.0,38.0,-19.0,63528.0,61955.0,1324.0,249.0,NUSA TENGGARA TIMUR,20.0
0,2021-10-27,0.0,38.0,-17.0,63549.0,61993.0,1324.0,232.0,NUSA TENGGARA TIMUR,21.0
0,2021-10-28,1.0,46.0,-17.0,63579.0,62039.0,1325.0,215.0,NUSA TENGGARA TIMUR,30.0
0,2021-10-29,0.0,20.0,1.0,63600.0,62059.0,1325.0,216.0,NUSA TENGGARA TIMUR,21.0
0,2021-10-30,2.0,18.0,-5.0,63615.0,62077.0,1327.0,211.0,NUSA TENGGARA TIMUR,15.0
0,2021-10-31,0.0,12.0,-4.0,63623.0,62089.0,1327.0,207.0,NUSA TENGGARA TIMUR,8.0
0,2021-11-01,1.0,27.0,-12.0,63639.0,62116.0,1328.0,195.0,NUSA TENGGARA TIMUR,16.0
0,2021-11-02,2.0,12.0,-2.0,63651.0,62128.0,1330.0,193.0,NUSA TENGGARA TIMUR,12.0
0,2021-11-03,1.0,21.0,0.0,63673.0,62149.0,1331.0,193.0,NUSA TENGGARA TIMUR,22.0
0,2021-11-04,0.0,30.0,-12.0,63691.0,62179.0,1331.0,181.0,NUSA TENGGARA TIMUR,18.0
0,2021-11-05,0.0,12.0,4.0,63707.0,62191.0,1331.0,185.0,NUSA TENGGARA TIMUR,16.0
0,2021-11-06,0.0,20.0,-6.0,63721.0,62211.0,1331.0,179.0,NUSA TENGGARA TIMUR,14.0
0,2021-11-07,0.0,6.0,0.0,63727.0,62217.0,1331.0,179.0,NUSA TENGGARA TIMUR,6.0
0,2021-11-08,0.0,6.0,-1.0,63732.0,62223.0,1331.0,178.0,NUSA TENGGARA TIMUR,5.0
